,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWND,AWND_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES
8348,ASN00041094,1950-05,-28.6833,151.85,880.0,"SPRING PLAINS, AS",,,,,6.0,",a",4.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19500524.0,",,a",,,,,,,,,25.7,",,a,24,",,,,,,,44.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8349,ASN00041095,1750-03,-28.6617,151.9339,787.0,"STANTHORPE LESLIE PARADE, AS",,,129.8,"2,a",7.0,"2,a",2.0,"2,a",0.0,"2,a",,,,,0.0,"2,a",0.0,"2,a",0.0,"2,a",29.0,"2,a",2.0,"2,a",17500322.0,",2,a",,,,,,,17500320.0,",2,a",17500329.0,",2,a",14.4,"2,a,22,",,,,,16.8,"2,,a,20,",32.8,"2,a,29,",,,0.0,"2,a",34.6,"2,,,a",,,22.81,"2,a",28.11,"2,,,a",17.51,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8350,ASN00041096,1750-03,-27.5094,151.9547,739.0,"MOUNT KYNOCH, AS",,,,,11.0,"2,a",6.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500317.0,",2,a",,,,,,,,,12.0,"2,,a,17,",,,,,,,51.9,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8351,ASN00041097,2000-03,-28.3429,150.9363,379.0,"INGLEWOOD FOREST, AS",,,169.2,",a",5.0,",a",4.0,",a",1.0,",a",,,,,0.0,",a",0.0,",a",0.0,",a",31.0,",a",3.0,",a",20000305.0,",,a",,,,,,,20000308.0,",,a",20000306.0,",,a",14.0,",a,05,",,,,,42.0,",,a,08,",35.0,",a,06,",,,0.0,",a",84.8,",,,a",,,23.79,",a",30.26,",,,a",17.32,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8352,ASN00041098,1750-03,-28.2858,152.2425,517.2,"TANNYMOREL, AS",,,,,9.0,"2,a",3.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500320.0,",2,a",,,,,,,,,22.2,"2,,a,20,",,,,,,,36.6,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8353,ASN00041099,1911-04,-27.2756,150.4617,311.0,"TARA SHIRE COUNCIL, AS",,,,,2.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19110416.0,",,a",,,,,,,,,8.1,",,a,16,",,,,,,,8.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8354,ASN00041100,1750-03,-28.8544,151.1681,297.0,"TEXAS POST OFFICE, AS",,,265.7,"2,a",6.0,"2,a",5.0,"2,a",2.0,"2,a",,,,,0.0,"2,a",0.0,"2,a",0.0,"2,a",29.0,"2,a",27.0,"2,a",17500320.0,",2,a",,,,,,,17500325.0,",2,a",17500303.0,"+,2,a",15.8,"2,a,20,",,,,,75.0,"2,,a,25,",38.0,"2,a,03,+",,,0.0,"2,a",121.8,"2,,,a",,,27.49,"2,a",34.56,"2,,,a",20.43,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8355,ASN00041101,1884-08,-28.85,151.15,274.3,"TEXAS STATION, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18840831.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8356,ASN00041102,1911-06,-28.55,151.95,917.0,"THULIMBAH, AS",,,,,3.0,",a",2.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19110620.0,",,a",,,,,,,,,3.8,",,a,20,",,,,,,,7.9,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8357,ASN00041103,1875-08,-27.5836,151.9317,691.0,"TOOWOOMBA, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18750831.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8358,ASN00041105,1909-01,-28.4667,150.25,,"UMBERCOLLIE, AS",,,,,3.0,",a",2.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19090123.0,",,a",,,,,,,,,6.4,",,a,23,",,,,,,,12.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8359,ASN00041106,1750-03,-27.9651,152.0752,566.0,"UPPER FOREST SPRINGS, AS",,,,,7.0,"2,a",4.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500316.0,",2,a",,,,,,,,,7.0,"2,,a,16,",,,,,,,20.6,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8360,ASN00041107,1933-11,-27.9183,152.12,549.0,"UPPER PILTON, AS",,,,,6.0,",a",5.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19331120.0,",,a",,,,,,,,,15.5,",,a,20,",,,,,,,42.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8361,ASN00041108,1911-06,-27.3797,150.5156,330.0,"BEAU MAISON, AS",,,,,2.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19110620.0,"+,,a",,,,,,,,,0.3,",,a,20,+",,,,,,,0.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8362,ASN00041109,1912-08,-28.0244,151.8114,425.0,"VICTORIA HILL, AS",,,,,6.0,",a",3.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19120803.0,",,a",,,,,,,,,12.7,",,a,03,",,,,,,,28.9,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8363,ASN00041110,1909-03,-27.8314,151.1964,402.0,"TURALLIN, AS",,,,,2.0,",a",2.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19090315.0,",,a",,,,,,,,,9.7,",,a,15,",,,,,,,17.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8364,ASN00041111,1866-01,-28.2167,152.0333,453.0,"WARWICK POST OFFICE, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18660131.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8365,ASN00041112,1750-03,-28.4033,150.0517,196.0,"GIDDI GIDDI SOUTH TM, AS",,,,,7.0,"2,a",5.0,"2,a",1.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500315.0,",2,a",,,,,,,,,27.0,"2,,a,15,",,,,,,,59.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8366,ASN00041113,1926-01,-27.7,150.75,297.0,"WARRENBAYNE, AS",,,,,10.0,",a",8.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19260101.0,",,a",,,,,,,,,30.5,",,a,01,",,,,,,,112.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8367,ASN00041114,1945-01,-27.7,150.75,,"WAAR WAAR, AS",,,,,3.0,",a",3.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19450114.0,",,a",,,,,,,,,25.4,",,a,14,",,,,,,,57.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8368,ASN00041115,1750-03,-27.2108,151.6169,403.0,"MARAVALE, AS",,,,,1.0,"2,a",1.0,"2,a",1.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500314.0,",2,a",,,,,,,,,30.0,"2,,a,14,",,,,,,,30.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8369,ASN00041116,1750-03,-28.9231,151.9306,875.0,"WALLANGARRA POST OFFICE, AS",,,,,2.0,"5,a",2.0,"5,a",0.0,"5,a",,,,,,,,,,,,,,,,,,,,,,,17500316.0,",5,a",,,,,,,,,15.6,"5,,a,16,",,,,,,,22.6,"2,a,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8370,ASN00041117,1888-10,-26.9308,150.925,316.7,"WARRA POST OFFICE, AS",,,,,3.0,",a",2.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18881003.0,",,a",,,,,,,,,9.1,",,a,03,",,,,,,,16.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8371,ASN00041118,1919-02,-28.19,151.5758,150.0,"WARRABAH, AS",,,,,5.0,",a",5.0,",a",3.0,",a",,,,,,,,,,,,,,,,,,,,,,,19190219.0,",,a",,,,,,,,,61.5,",,a,19,",,,,,,,163.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8372,ASN00041120,1750-03,-28.1897,152.2064,520.0,"YANGAN POST OFFICE, AS",,,,,4.0,"2,a",3.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500320.0,",2,a",,,,,,,,,6.8,"2,,a,20,",,,,,,,16.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8373,ASN00041121,1913-05,-27.7167,151.4667,390.0,"GLENMORE, AS",,,,,9.0,",a",5.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19130525.0,",,a",,,,,,,,,22.4,",,a,25,",,,,,,,72.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8374,ASN00041122,1923-05,-28.5725,150.7542,244.0,"YELARBON POST OFFICE, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19230531.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8375,ASN00041123,2001-04,-28.4136,151.0825,273.0,"INGLEWOOD BRIDGE TM, AS",,,,,0.0,"4,a",0.0,"4,a",0.0,"4,a",,,,,,,,,,,,,,,,,,,,,,,20010430.0,"+,4,a",,,,,,,,,0.0,"4,,a,30,+",,,,,,,0.0,"4,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8376,ASN00041125,1900-10,-28.5,150.9333,248.0,"WHETSTONE POST OFFICE, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19001031.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8377,ASN00041126,1895-03,-27.6183,151.8303,520.0,"WESTBROOK, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18950331.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8378,ASN00041127,1890-01,-27.8308,151.0886,380.0,"WESTERN CREEK, AS",,,,,10.0,",a",9.0,",a",2.0,",a",,,,,,,,,,,,,,,,,,,,,,,18900117.0,",,a",,,,,,,,,33.3,",,a,17,",,,,,,,138.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8379,ASN00041128,1750-03,-28.4997,150.5928,230.0,"WONDALLI, AS",,,,,3.0,"2,a",3.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500325.0,",2,a",,,,,,,,,23.0,"2,,a,25,",,,,,,,46.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8380,ASN00041129,1917-05,-28.4892,150.4797,,"WOOMERA, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19170531.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8381,ASN00041130,1921-02,-27.2167,150.8333,391.0,"BRAEMAR STATE FOREST, AS",,,,,3.0,",a",3.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19210218.0,",,a",,,,,,,,,8.4,",,a,18,",,,,,,,22.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8382,ASN00041131,1940-10,-26.7733,151.3819,515.0,"COORANGA NORTH, AS",,,,,3.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19401009.0,",,a",,,,,,,,,0.5,",,a,09,",,,,,,,1.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8383,ASN00041132,1953-04,-27.4,151.4667,,"COXEN EXCHANGE, AS",,,,,4.0,",a",3.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19530412.0,",,a",,,,,,,,,8.9,",,a,12,",,,,,,,19.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8384,ASN00041133,2000-12,-28.3614,151.1381,284.0,"WOODSPRING TM, AS",,,,,0.0,"4,a",0.0,"4,a",0.0,"4,a",,,,,,,,,,,,,,,,,,,,,,,20001231.0,"+,4,a",,,,,,,,,0.0,"4,,a,31,+",,,,,,,0.0,"4,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8385,ASN00041134,1750-03,-28.3128,152.4025,995.0,"TOP PLAINS, AS",,,,,10.0,"2,a",9.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500309.0,",2,a",,,,,,,,,23.0,"2,,a,09,",,,,,,,104.8,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8386,ASN00041135,1951-10,-27.3008,150.7392,370.0,"BROADACRES, AS",,,,,5.0,",a",5.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19511006.0,",,a",,,,,,,,,17.8,",,a,06,",,,,,,,43.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8387,ASN00041136,1952-01,-26.6667,151.2333,442.0,"WETELMA, AS",,,,,4.0,",a",3.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19520109.0,",,a",,,,,,,,,8.4,",,a,09,",,,,,,,24.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8388,ASN00041138,1912-09,-28.1167,151.25,329.0,"KOOROONGARRA POST OFFICE, AS",,,,,4.0,",a",2.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19120919.0,",,a",,,,,,,,,19.6,",,a,19,",,,,,,,30.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8389,ASN00041139,1901-02,-28.1672,150.6475,251.0,"WYAGA STATION, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19010228.0,"+,,a",,,,,,,,,0.0,",,a,28,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8390,ASN00041140,1959-02,-27.1864,151.2553,342.0,"WAMBO SHIRE COUNCIL, AS",,,,,6.0,",a",4.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19590218.0,",,a",,,,,,,,,47.8,",,a,18,",,,,,,,92.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8391,ASN00041141,1927-05,-27.55,152.0,585.5,"MARBURG 2, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19270531.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8392,ASN00041142,1911-01,-27.3,151.85,76.2,"GOOMBUNGEE POST OFFICE, AS",,,,,13.0,",a",8.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19110111.0,",,a",,,,,,,,,31.0,",,a,11,",,,,,,,104.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8393,ASN00041143,1945-12,-27.5333,151.2,363.0,"CECIL PLAINS RAIL STATION, AS",,,,,5.0,",a",4.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19451219.0,",,a",,,,,,,,,25.4,",,a,19,",,,,,,,65.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8394,ASN00041144,1907-01,-26.95,151.4,413.0,"MALAKOFF POST OFFICE, AS",,,,,6.0,",a",6.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19070110.0,",,a",,,,,,,,,18.5,",,a,10,",,,,,,,61.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8395,ASN00041145,1750-03,-26.8397,151.165,348.0,"MARNHULL, AS",,,,,4.0,"2,a",4.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500315.0,",2,a",,,,,,,,,10.0,"2,,a,15,",,,,,,,21.6,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8396,ASN00041146,1907-01,-29.0833,151.3,,"LAGOON FLAT, AS",,,,,10.0,",a",8.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19070103.0,",,a",,,,,,,,,21.8,",,a,03,",,,,,,,74.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8397,ASN00041147,1900-01,-27.4,151.5667,379.0,"JONDARAYAN STATION, AS",,,,,3.0,",a",2.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19000108.0,",,a",,,,,,,,,20.3,",,a,08,",,,,,,,24.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8398,ASN00041148,1898-03,-28.0833,151.95,471.0,"HENDON, AS",,,,,8.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18980320.0,",,a",,,,,,,,,6.9,",,a,20,",,,,,,,14.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8399,ASN00041149,1910-06,-27.4333,151.9,,"MERINGANDAN, AS",,,,,6.0,",a",6.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19100602.0,",,a",,,,,,,,,54.9,",,a,02,",,,,,,,107.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8400,ASN00041150,1924-01,-27.55,151.2833,353.0,"NANGWEE, AS",,,,,4.0,",a",4.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19240107.0,",,a",,,,,,,,,50.0,",,a,07,",,,,,,,69.9,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8401,ASN00041151,1904-01,-28.8667,151.2667,330.0,"SILVERSPUR, AS",,,,,8.0,",a",3.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19040102.0,",,a",,,,,,,,,10.4,",,a,02,",,,,,,,26.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8402,ASN00041152,1750-03,-27.9753,150.9225,360.0,"LANGLEY TM, AS",,,,,6.0,"2,a",4.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500325.0,",2,a",,,,,,,,,14.0,"2,,a,25,",,,,,,,34.2,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8403,ASN00041153,1887-05,-27.6,151.2,351.0,"BON ACCORD, AS",,,,,4.0,",a",2.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18870516.0,",,a",,,,,,,,,6.4,",,a,16,",,,,,,,11.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8404,ASN00041154,1888-02,-28.15,152.1,498.0,"BLINKBONNIE, AS",,,,,17.0,",a",7.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18880209.0,",,a",,,,,,,,,17.8,",,a,09,",,,,,,,107.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8405,ASN00041155,1913-01,-28.8,151.8,,"BALLANDEAN, AS",,,,,8.0,",a",7.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19130118.0,",,a",,,,,,,,,31.5,",,a,18,",,,,,,,91.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8406,ASN00041156,1887-01,-28.4,151.9,775.0,"BRAESIDE, AS",,,,,9.0,",a",8.0,",a",3.0,",a",,,,,,,,,,,,,,,,,,,,,,,18870122.0,",,a",,,,,,,,,122.7,",,a,22,",,,,,,,239.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8407,ASN00041157,1888-01,-27.6833,151.95,,"BRI BRI, AS",,,,,8.0,",a",4.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18880125.0,",,a",,,,,,,,,19.8,",,a,25,",,,,,,,52.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8408,ASN00041158,1888-01,-27.85,151.3667,372.0,"YANDILLA, AS",,,,,7.0,",a",4.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18880125.0,",,a",,,,,,,,,21.8,",,a,25,",,,,,,,43.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8409,ASN00041159,1941-01,-27.55,151.9667,,"TOOWOOMBA SPRING ST, AS",,,,,17.0,",a",12.0,",a",4.0,",a",,,,,,,,,,,,,,,,,,,,,,,19410124.0,",,a",,,,,,,,,78.5,",,a,24,",,,,,,,265.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8410,ASN00041160,1888-01,-28.0,152.15,646.0,"MAIANBAR, AS",,,,,5.0,",a",5.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,18880104.0,",,a",,,,,,,,,26.7,",,a,04,",,,,,,,50.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8411,ASN00041161,1895-03,-27.8,151.2833,,"LEMON TREE, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18950331.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
