,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,AWND,AWND_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES
9521,IN023310102,1901-01,24.7,78.42,357.0,"LALITPUR, IN",5.0,",I",2.0,",I",0.0,",I",,,,,19010109.0,",,I",,,9.4,",,I,09,",18.5,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9522,IN023310200,1901-01,25.72,78.93,168.0,"MOTH, IN",6.0,",I",6.0,",I",0.0,",I",,,,,19010109.0,",,I",,,15.2,",,I,09,",36.9,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9523,IN023310201,1901-01,25.23,79.13,213.0,"MAU, IN",5.0,",I",4.0,",I",0.0,",I",,,,,19010109.0,",,I",,,13.2,",,I,09,",28.7,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9524,IN023310202,1901-01,24.58,78.72,427.0,"MAHRONI, IN",4.0,",I",4.0,",I",0.0,",I",,,,,19010114.0,",,I",,,20.6,",,I,14,",41.9,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9525,IN023310300,1901-01,25.37,79.08,219.0,"PACHWARA, IN",4.0,",I",4.0,",I",0.0,",I",,,,,19010108.0,",,I",,,10.2,",,I,08,",25.9,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9526,IN023310301,1901-01,25.3,78.85,238.0,"MAGARWARA, IN",2.0,",I",1.0,",I",0.0,",I",,,,,19010109.0,",,I",,,6.4,",,I,09,",7.9,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9527,IN023310400,1901-01,25.38,78.73,222.0,"BARWASAGAR, IN",3.0,",I",3.0,",I",0.0,",I",,,,,19010109.0,",,I",,,12.7,",,I,09,",26.7,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9528,IN023310500,1901-01,25.45,78.617,258.0,"JHANSI, IN",7.0,",I",5.0,",I",0.0,",I",,,,,19010114.0,",,I",,,20.6,",,I,14,",51.1,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9529,IN023320100,1901-01,26.47,80.35,185.0,"KANPUR, IN",5.0,",I",4.0,",I",0.0,",I",,,,,19010109.0,",,I",,,10.9,",,I,09,",26.4,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9530,IN023320200,1901-01,26.85,80.08,124.0,"BILHAUR, IN",5.0,",I",5.0,",I",0.0,",I",,,,,19010115.0,",,I",,,25.1,",,I,15,",68.8,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9531,IN023320300,1901-01,26.17,80.17,134.0,"GHATAMPUR, IN",4.0,",I",3.0,",I",0.0,",I",,,,,19010114.0,",,I",,,14.7,",,I,14,",35.7,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9532,IN023320500,1901-01,26.42,79.78,137.0,"DERAPUR, IN",4.0,",I",4.0,",I",0.0,",I",,,,,19010115.0,",,I",,,17.8,",,I,15,",50.8,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9533,IN023320600,1901-01,26.37,79.95,130.0,"AKBARPUR, IN",5.0,",I",3.0,",I",0.0,",I",,,,,19010109.0,",,I",,,10.9,",,I,09,",23.9,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9534,IN023320700,1901-01,26.2,79.83,124.0,"BHOGNIPUR, IN",5.0,",I",5.0,",I",0.0,",I",,,,,19010109.0,",,I",,,11.9,",,I,09,",32.2,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9535,IN023321100,1901-01,26.433,80.367,126.0,"KANPUR, IN",4.0,"1,I",4.0,"1,I",0.0,"1,I",,,,,19010109.0,",1,I",,,10.2,"1,,I,09,",31.1,"1,,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9536,IN023321600,1963-08,26.45,80.35,128.0,"KANPUR D.R.L. OBSERVATORY SR, IN",18.0,",I",14.0,",I",4.0,",I",,,,,19630816.0,",,I",,,108.2,",,I,16,",285.1,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9537,IN023340400,1901-01,28.23,80.87,140.0,"N GHASAN SR, IN",6.0,",I",5.0,",I",2.0,",I",,,,,19010115.0,",,I",,,28.2,",,I,15,",92.5,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9538,IN023340700,1901-01,27.9,80.8,147.0,"KHERI, IN",6.0,",I",5.0,",I",1.0,",I",,,,,19010115.0,",,I",,,26.9,",,I,15,",79.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9539,IN023340800,1901-01,27.95,80.22,152.0,"MUHAMMDI, IN",7.0,",I",5.0,",I",1.0,",I",,,,,19010115.0,",,I",,,43.9,",,I,15,",83.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9540,IN023350600,1901-01,26.92,80.72,128.0,"MALIHABAD, IN",5.0,",I",5.0,",I",0.0,",I",,,,,19010101.0,",,I",,,20.3,",,I,01,",60.2,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9541,IN023351200,1901-01,26.867,80.933,111.0,"LUCKNOW, IN",7.0,",I",3.0,",I",0.0,",I",,,,,19010101.0,",,I",,,15.0,",,I,01,",41.6,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9542,IN023351300,1901-01,26.67,80.98,112.0,"MOHANLALGANJ, IN",5.0,",I",5.0,",I",0.0,",I",,,,,19010114.0,",,I",,,13.0,",,I,14,",40.7,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9543,IN023351400,1951-01,26.75,80.883,128.0,"LUCKNOW AMAUSI, IN",3.0,",I",2.0,",I",1.0,",I",,,,,19510116.0,",,I",,,26.9,",,I,16,",35.6,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9544,IN023360100,1901-01,27.23,79.03,224.0,"MAINPURI, IN",5.0,",I",5.0,",I",0.0,",I",,,,,19010101.0,",,I",,,19.8,",,I,01,",61.2,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9545,IN023360200,1901-01,27.25,79.18,224.0,"BHAGAON BHOGAON, IN",5.0,",I",5.0,",I",0.0,",I",,,,,19010101.0,",,I",,,18.3,",,I,01,",67.3,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9546,IN023360300,1901-01,27.1,79.28,151.0,"DHANDAUS, IN",4.0,",I",4.0,",I",0.0,",I",,,,,19010115.0,",,I",,,20.1,",,I,15,",61.5,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9547,IN023361100,1901-01,27.23,78.67,224.0,"MUSTAFABAD JASRA, IN",5.0,",I",4.0,",I",0.0,",I",,,,,19010109.0,",,I",,,19.1,",,I,09,",47.6,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9548,IN023361200,1901-01,27.1,78.58,224.0,"SHIKOHABAD, IN",5.0,",I",3.0,",I",0.0,",I",,,,,19010109.0,",,I",,,19.1,",,I,09,",44.5,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9549,IN023361300,1901-01,27.0,78.95,224.0,"KARHAL, IN",5.0,",I",5.0,",I",0.0,",I",,,,,19010109.0,",,I",,,15.0,",,I,09,",41.3,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9550,IN023361400,1901-01,27.233,79.05,157.0,"MAINPURI, IN",5.0,",I",5.0,",I",0.0,",I",,,,,19010101.0,",,I",,,21.1,",,I,01,",63.5,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9551,IN023361401,1901-01,28.45,78.62,169.0,"GOPALPUR, IN",4.0,",I",4.0,",I",0.0,",I",,,,,19010109.0,",,I",,,19.1,",,I,09,",45.8,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9552,IN023370300,1901-01,27.5,77.68,183.0,"MATHURA, IN",6.0,",I",4.0,",I",0.0,",I",,,,,19010109.0,",,I",,,8.9,",,I,09,",24.4,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9553,IN023370400,1901-01,27.73,77.5,183.0,"CHHATA, IN",6.0,",I",4.0,",I",0.0,",I",,,,,19010109.0,",,I",,,16.0,",,I,09,",43.2,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9554,IN023370500,1901-01,27.63,77.72,183.0,"MAT, IN",6.0,",I",5.0,",I",0.0,",I",,,,,19010109.0,",,I",,,12.2,",,I,09,",37.7,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9555,IN023370501,1901-01,27.45,78.03,183.0,"SADABAD, IN",5.0,",I",3.0,",I",0.0,",I",,,,,19010109.0,",,I",,,9.4,",,I,09,",20.8,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9556,IN023370600,1901-01,27.23,77.73,172.0,"BARODA, IN",3.0,",I",3.0,",I",0.0,",I",,,,,19010108.0,",,I",,,7.6,",,I,08,",12.6,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9557,IN023370700,1901-01,27.78,77.43,177.0,"CHHOTA KOSI, IN",4.0,",I",4.0,",I",0.0,",I",,,,,19010110.0,",,I",,,12.7,",,I,10,",30.5,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9558,IN023370800,1901-01,27.55,77.52,181.0,"BASAUNTI, IN",2.0,",I",2.0,",I",0.0,",I",,,,,19010110.0,",,I",,,20.3,",,I,10,",33.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9559,IN023372700,1975-01,27.5,77.68,174.0,"MATHURA OBSERVATORY, IN",4.0,",I",2.0,",I",0.0,",I",,,,,19750109.0,",,I",,,5.6,",,I,09,",11.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9560,IN023380100,1901-01,28.95,77.22,183.0,"BAGHPAT SR, IN",5.0,",I",5.0,",I",0.0,",I",,,,,19010114.0,",,I",,,16.5,",,I,14,",38.8,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9561,IN023380200,1901-01,28.65,77.43,152.0,"GHAZIABAD, IN",6.0,",I",4.0,",I",0.0,",I",,,,,19010114.0,",,I",,,10.9,",,I,14,",32.7,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9562,IN023380300,1901-01,28.72,77.78,152.0,"HARPUR, IN",6.0,",I",4.0,",I",0.0,",I",,,,,19010114.0,",,I",,,18.5,",,I,14,",41.3,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9563,IN023380400,1926-01,28.67,77.53,212.0,"DASNA, IN",1.0,",I",1.0,",I",0.0,",I",,,,,19260104.0,",,I",,,10.2,",,I,04,",10.2,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9564,IN023381400,1901-01,29.13,77.62,232.0,"SARDHANA, IN",4.0,",I",4.0,",I",0.0,",I",,,,,19010114.0,",,I",,,21.6,",,I,14,",62.5,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9565,IN023381500,1901-01,29.1,77.93,152.0,"MAWANA, IN",5.0,",I",4.0,",I",2.0,",I",,,,,19010114.0,",,I",,,29.7,",,I,14,",70.9,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9566,IN023382200,1901-01,29.02,77.72,222.0,"MEERUT OBSERVATORY, IN",6.0,",I",4.0,",I",2.0,",I",,,,,19010114.0,",,I",,,31.8,",,I,14,",72.8,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9567,IN023390500,1901-01,25.15,82.58,90.0,"MIRZAPUR, IN",6.0,",I",4.0,",I",2.0,",I",,,,,19010101.0,",,I",,,56.9,",,I,01,",99.1,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9568,IN023390600,1901-01,25.12,82.9,89.0,"CHUNAR, IN",7.0,",I",4.0,",I",1.0,",I",,,,,19010101.0,",,I",,,61.0,",,I,01,",102.1,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9569,IN023390700,1943-01,25.08,82.03,99.0,"HASANPUR, IN",6.0,",I",6.0,",I",0.0,",I",,,,,19430129.0,"+,,I",,,15.2,",,I,29,+",43.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9570,IN023391000,1901-01,24.22,83.25,244.0,"DUDHI, IN",3.0,",I",3.0,",I",1.0,",I",,,,,19010101.0,",,I",,,57.7,",,I,01,",78.3,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9571,IN023391100,1901-01,24.7,83.07,121.0,"ROBERTSGANJ, IN",5.0,",I",3.0,",I",1.0,",I",,,,,19010101.0,",,I",,,72.6,",,I,01,",93.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9572,IN023400600,1901-01,28.87,78.78,244.0,"MORADABAD, IN",6.0,",I",5.0,",I",2.0,",I",,,,,19010101.0,",,I",,,36.6,",,I,01,",105.6,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9573,IN023400601,1901-01,29.2,78.87,244.0,"THAKURDWARA, IN",6.0,",I",6.0,",I",1.0,",I",,,,,19010101.0,",,I",,,42.9,",,I,01,",90.9,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9574,IN023400700,1901-01,28.9,78.47,488.0,"AMROHA, IN",6.0,",I",6.0,",I",1.0,",I",,,,,19010101.0,",,I",,,39.6,",,I,01,",81.8,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9575,IN023400800,1901-01,28.73,78.28,206.0,"HASANPUR, IN",5.0,",I",5.0,",I",1.0,",I",,,,,19010101.0,",,I",,,33.0,",,I,01,",62.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9576,IN023400900,1901-01,28.58,78.57,244.0,"SAMBHAL, IN",6.0,",I",6.0,",I",1.0,",I",,,,,19010101.0,",,I",,,59.2,",,I,01,",108.3,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9577,IN023401000,1901-01,28.62,78.8,244.0,"BILARI, IN",6.0,",I",5.0,",I",1.0,",I",,,,,19010101.0,",,I",,,37.8,",,I,01,",72.7,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9578,IN023401100,1967-02,28.833,78.75,202.0,"MORADABAD, IN",0.0,",I",0.0,",I",0.0,",I",,,,,19670222.0,",,I",,,0.1,",,I,22,",0.1,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9579,IN023410700,1901-01,29.47,77.68,247.0,"MUZAFFARNAGAR, IN",5.0,",I",4.0,",I",0.0,",I",,,,,19010113.0,",,I",,,21.6,",,I,13,",50.3,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9580,IN023410800,1901-01,29.4,77.2,239.0,"KAIRANA, IN",4.0,",I",4.0,",I",0.0,",I",,,,,19010114.0,",,I",,,16.8,",,I,14,",41.2,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9581,IN023410900,1901-01,29.28,77.48,239.0,"BUDHANA, IN",5.0,",I",3.0,",I",0.0,",I",,,,,19010114.0,",,I",,,16.5,",,I,14,",34.1,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9582,IN023411000,1901-01,29.32,77.85,253.0,"JEOLI JANSATH, IN",4.0,",I",4.0,",I",1.0,",I",,,,,19010115.0,",,I",,,57.4,",,I,15,",98.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9583,IN023411100,1901-01,29.53,77.3,242.0,"BHAINSWAL, IN",4.0,",I",4.0,",I",1.0,",I",,,,,19010114.0,",,I",,,30.5,",,I,14,",58.5,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9584,IN023411200,1901-01,29.32,77.27,238.0,"KHANDHLA, IN",4.0,",I",4.0,",I",0.0,",I",,,,,19010114.0,",,I",,,12.7,",,I,14,",38.1,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9585,IN023420100,1936-01,29.28,79.35,399.0,"KALADHUNGI, IN",1.0,",I",0.0,",I",0.0,",I",,,,,19360123.0,",,I",,,0.5,",,I,23,",0.5,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9586,IN023420101,1936-01,29.08,80.12,255.0,"TANAKPUR, IN",0.0,",I",0.0,",I",0.0,",I",,,,,19360131.0,"+,,I",,,0.0,",,I,31,+",0.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9587,IN023420200,1953-01,29.4,79.467,1953.0,"NAINITAL, IN",11.0,",I",8.0,",I",1.0,",I",,,,,19530116.0,",,I",,,77.5,",,I,16,",154.7,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
