,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,AWND,AWND_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES
6950,NOE00111237,1895-07,65.3583,14.2606,498.0,"SUSENDAL, NO",,,,,12.0,",E",7.0,",E",0.0,",E",0.0,",",,,,,,,,,,,,,18950731.0,"+,,E",18950729.0,",,E",,,,,0.0,",,E,31,+",15.0,",,E,29,",,,,,,,52.7,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6951,NOE00111246,1957-01,65.8303,13.9067,439.0,"TUSTERVATNET II, NO",,,,,12.0,",E",10.0,",E",3.0,",E",0.0,",",,,,,,,,,,,,,19570131.0,"+,,E",19570121.0,",,E",,,,,0.0,",,E,31,+",37.2,",,E,21,",,,,,,,177.4,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6952,NOE00111255,1895-07,65.8167,13.9,380.0,"TUSTERVATNET, NO",,,,,14.0,",E",3.0,",E",0.0,",E",0.0,",",,,,,,,,,,,,,18950731.0,"+,,E",18950719.0,",,E",,,,,0.0,",,E,31,+",15.7,",,E,19,",,,,,,,41.4,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6953,NOE00111264,1907-01,68.6456,18.2456,230.0,"BONES I BARDU, NO",,,,,0.0,",E",0.0,",E",0.0,",E",0.0,",",,,,,,,,,,,,,19070131.0,"+,,E",19070131.0,"+,,E",,,,,0.0,",,E,31,+",0.0,",,E,31,+",,,,,,,0.0,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6954,NOE00111273,1921-06,68.7781,19.71,228.0,"DIVIDALEN, NO",,,,,16.0,",E",10.0,",E",0.0,",E",0.0,",",0.0,",",0.0,",E",,,,,,,19210611.0,"+,,E",19210630.0,"+,,E",19210613.0,",,E",,,0.5,",E,11,+",0.0,",,E,30,+",15.5,",,E,13,",,,,,,,80.2,",,,E",,,,,4.91,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6955,NOE00111283,1957-01,68.6089,16.4944,7.0,"GAUSVIK, NO",,,,,,,,,,,31.0,",",,,,,,,,,,,,,19570123.0,",,E",,,,,,,560.0,",,E,23,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6956,NOE00111291,1957-01,68.6578,18.8192,314.0,"INNSET I BARDU, NO",,,,,,,,,,,31.0,",",,,,,,,,,,,,,19570123.0,"+,,E",,,,,,,650.0,",,E,23,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6957,NOE00111300,1957-01,68.8606,18.3375,114.0,"SAETERMOEN II, NO",,,,,17.0,",E",10.0,",E",1.0,",E",31.0,",",,,,,,,,,,,,,19570123.0,"+,,E",19570116.0,",,E",,,,,550.0,",,E,23,+",31.4,",,E,16,",,,,,,,117.2,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6958,NOE00111309,1957-01,69.2469,19.2308,27.0,"STORSTEINNES I BALSFJORD, NO",,,,,17.0,",E",14.0,",E",2.0,",E",31.0,",",,,,,,,,,,,,,19570121.0,",,E",19570116.0,",,E",,,,,330.0,",,E,21,",38.5,",,E,16,",,,,,,,147.8,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6959,NOE00111318,1954-01,70.2456,19.5006,21.0,"TORSVAG FYR, NO",,,,,25.0,",E",10.0,",E",0.0,",E",,,0.0,",",20.0,",E",,,,,,,19540107.0,",,E",,,19540109.0,",,E",,,-5.8,",E,07,",,,10.3,",,E,09,",,,,,,,78.6,",,,E",,,,,-1.39,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6960,NOE00111327,1966-08,69.3667,24.4331,286.0,"CUOVDDATMOHKKI, NO",,,0.0,",E",19.0,",E",9.0,",E",0.0,",E",0.0,",",0.0,",E",1.0,",E",0.0,",E",2.0,",E",0.0,",E",19660825.0,",,E",19660831.0,"+,,E",19660810.0,",,E",19660803.0,",,E",-0.5,",E,25,",0.0,",,E,31,+",9.9,",,E,10,",22.2,",E,03,",,,290.6,",E",54.3,",,,E",8.96,",E",13.01,",,,E",4.91,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6961,NOE00111336,1931-01,68.9967,23.0333,307.0,"KAUTOKEINO, NO",,,,,4.0,",E",0.0,",E",0.0,",E",31.0,",",16.0,",",31.0,",E",,,,,,,19310115.0,",,E",19310131.0,"+,,E",19310115.0,",,E",,,-32.3,",E,15,",320.0,",,E,31,+",0.8,",,E,15,",,,,,,,3.2,",,,E",,,,,-19.73,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6962,NOE00111345,1970-11,69.0167,23.0339,330.0,"KAUTOKEINO II, NO",,,0.0,",E",8.0,",E",4.0,",E",0.0,",E",0.0,",",11.0,",E",29.0,",E",25.0,",E",0.0,",E",0.0,",E",19701111.0,",,E",19701130.0,"+,,E",19701124.0,",,E",19701121.0,",,E",-30.0,",E,11,",0.0,",,E,30,+",4.5,",,E,24,",1.5,",E,21,",,,873.8,",E",19.2,",,,E",-10.8,",E",-6.79,",,,E",-14.8,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6963,NOE00111354,1954-01,70.7006,30.0681,9.0,"MAKKAUR FYR, NO",0.0,E,0.0,",E",23.0,",E",9.0,",E",0.0,",E",0.0,",",0.0,",E",28.0,",E",14.0,",E",0.0,",E",0.0,",E",19540111.0,",,E",19540131.0,"+,,E",19540117.0,",,E",19540126.0,",,E",-11.5,",E,11,",0.0,",,E,31,+",15.2,",,E,17,",5.3,",E,26,",,,648.2,",E",75.2,",,,E",-2.58,",E",0.51,",,,E",-5.66,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6964,NOE00111363,1934-09,78.0667,13.6331,7.0,"ISFJORD RADIO, NO",,,,,12.0,",E",7.0,",E",0.0,",E",,,0.0,",",1.0,",E",,,,,,,19340918.0,",,E",,,19340914.0,",,E",,,-1.0,",E,18,",,,7.5,",,E,14,",,,,,,,32.8,",,,E",,,,,2.77,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6965,NOE00111372,1978-05,77.8831,16.7167,9.0,"SVEAGRUVA, NO",,,0.0,",E",3.0,",E",0.0,",E",0.0,",E",31.0,",",5.0,",E",25.0,",E",12.0,",E",0.0,",E",0.0,",E",19780504.0,",,E",19780509.0,"+,,E",19780521.0,",,E",19780522.0,",,E",-23.7,",E,04,",150.0,",,E,09,+",2.0,",,E,21,",6.9,",E,22,",,,665.0,",E",2.9,",,,E",-3.12,",E",-0.32,",,,E",-5.92,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6966,NOE00111381,1949-02,66.0,2.0,6.0,"MIKE, NO",,,0.0,"2,E",,,,,,,,,0.0,"2,E",3.0,"2,E",0.0,"2,E",0.0,"2,E",0.0,"2,E",19490225.0,",2,E",,,,,19490220.0,",2,E",-0.8,"2,E,25,",,,,,7.8,"2,E,20,",,,362.5,"2,E",,,4.39,"2,E",5.66,"2,,,E",3.13,"2,,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6967,NOE00112071,1941-06,63.5,10.89,12.0,"VAERNES, NO",,,,,,,,,,,,,,,,,0.0,"5,S",4.0,"5,S",0.0,"5,S",,,,,,,19410626.0,",5,S",,,,,,,23.9,"5,S,26,",,,,,,,,,15.16,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6968,NOE00112080,1958-06,69.3,16.1497,14.0,"ANDOYA, NO",,,0.0,",E",,,,,,,,,0.0,",E",0.0,",E",0.0,",E",0.0,",E",0.0,",E",19580610.0,",,E",,,,,19580629.0,",,E",0.2,",E,10,",,,,,18.9,",E,29,",,,314.6,",E",,,7.85,",E",10.2,",,,E",5.49,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6969,NOE00112089,1895-07,64.16,12.47,195.0,"KJOBLI I SNAASA, NO",,,,,18.0,",E",15.0,",E",0.0,",E",,,,,,,,,,,,,,,,,18950719.0,",,E",,,,,,,13.0,",,E,19,",,,,,,,93.4,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6970,NOE00132870,1957-01,59.8831,11.5831,131.0,"BJORKELANGEN, NO",,,,,13.0,",E",8.0,",E",0.0,",E",18.0,",",,,,,,,,,,,,,19570117.0,"+,,E",19570131.0,",,E",,,,,90.0,",,E,17,+",9.9,",,E,31,",,,,,,,51.3,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6971,NOE00132882,1962-01,59.8894,11.5814,135.0,"BJORKELANGEN II, NO",,,,,14.0,",E",10.0,",E",0.0,",E",28.0,",",,,,,,,,,,,,,19620103.0,"+,,E",19620111.0,",,E",,,,,220.0,",,E,03,+",16.9,",,E,11,",,,,,,,73.4,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6972,NOE00132894,1965-09,60.1742,11.0508,187.0,"UKKESTAD, NO",,,,,18.0,",E",13.0,",E",3.0,",E",0.0,",",,,,,,,,,,,,,19650930.0,"+,,E",19650918.0,",,E",,,,,0.0,",,E,30,+",33.4,",,E,18,",,,,,,,196.9,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6973,NOE00132906,1967-06,59.8094,10.6325,104.0,"BLEKSLITJERN, NO",,,,,,,,,,,0.0,",",,,,,,,,,,,,,19670630.0,"+,,E",,,,,,,0.0,",,E,30,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6974,NOE00132918,2007-03,59.6667,10.8,120.0,"AS RUSTADSKOGEN, NO",,,,,8.0,",E",3.0,",E",0.0,",E",,,,,,,,,,,,,,,,,20070306.0,",,E",,,,,,,20.8,",,E,06,",,,,,,,41.4,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6975,NOE00132930,1970-07,59.9064,10.5158,67.0,"GJETTUM, NO",,,,,22.0,",E",15.0,",E",2.0,",E",0.0,",",,,,,,,,,,,,,19700731.0,"+,,E",19700709.0,",,E",,,,,0.0,",,E,31,+",33.0,",,E,09,",,,,,,,159.9,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6976,NOE00132942,2008-05,59.94,10.6219,125.0,"OVREVOLL, NO",,,,,0.0,",E",0.0,",E",0.0,",E",,,,,,,,,,,,,,,,,20080531.0,"+,,E",,,,,,,0.0,",,E,31,+",,,,,,,0.0,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6977,NOE00132954,1980-06,58.8033,9.0981,42.0,"EIKELAND, NO",,,,,15.0,",E",11.0,",E",1.0,",E",0.0,",",,,,,,,,,,,,,19800630.0,"+,,E",19800629.0,",,E",,,,,0.0,",,E,30,+",37.0,",,E,29,",,,,,,,143.2,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6978,NOE00132966,1968-01,58.7181,9.2103,36.0,"RISOR BRANNSTASJON, NO",,,,,11.0,",E",7.0,",E",0.0,",E",31.0,",",,,,,,,,,,,,,19680118.0,",,E",19680103.0,",,E",,,,,650.0,",,E,18,",23.1,",,E,03,",,,,,,,87.8,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6979,NOE00132978,1973-01,58.4681,8.7592,44.0,"ARENDAL BRANNSTASJON, NO",,,,,0.0,",E",0.0,",E",0.0,",E",,,,,,,,,,,,,,,,,19730131.0,"+,,E",,,,,,,0.0,",,E,31,+",,,,,,,0.0,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6980,NOE00132990,1977-08,58.5967,8.7167,63.0,"BOYLEFOSS, NO",,,,,10.0,",E",5.0,",E",0.0,",E",0.0,",",,,,,,,,,,,,,19770831.0,"+,,E",19770825.0,",,E",,,,,0.0,",,E,31,+",23.0,",,E,25,",,,,,,,44.3,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6981,NOE00133002,1966-07,58.6581,8.6314,142.0,"NELAUG, NO",,,6.2,",E",14.0,",E",7.0,",E",2.0,",E",0.0,",",0.0,",E",0.0,",E",0.0,",E",12.0,",E",0.0,",E",19660728.0,"+,,E",19660731.0,"+,,E",19660729.0,",,E",19660721.0,",,E",7.5,",E,28,+",0.0,",,E,31,+",33.2,",,E,29,",30.0,",E,21,",87.3,E,87.3,",E",105.4,",,,E",15.72,",E",21.35,",,,E",10.08,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6982,NOE00133014,1957-01,58.34,8.5225,6.0,"LANDVIK, NO",0.0,E,0.0,",E",14.0,",E",8.0,",E",0.0,",E",0.0,",",0.0,",E",20.0,",E",5.0,",E",0.0,",E",0.0,",E",19570118.0,",,E",19570131.0,"+,,E",19570104.0,",,E",19570109.0,",,E",-11.0,",E,18,",0.0,",,E,31,+",16.9,",,E,04,",10.1,",E,09,",,,539.6,",E",70.8,",,,E",0.93,",E",3.92,",,,E",-2.07,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6983,NOE00133026,1958-09,58.5228,8.0414,259.0,"DOVLAND, NO",,,,,13.0,",E",11.0,",E",2.0,",E",0.0,",",,,,,,,,,,,,,19580930.0,"+,,E",19580920.0,",,E",,,,,0.0,",,E,30,+",37.5,",,E,20,",,,,,,,176.7,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6984,NOE00133038,1967-08,59.3517,7.3467,599.0,"BYKLE KULTRAN, NO",,,,,13.0,",E",9.0,",E",1.0,",E",0.0,",",,,,,,,,,,,,,19670831.0,"+,,E",19670802.0,",,E",,,,,0.0,",,E,31,+",32.2,",,E,02,",,,,,,,133.8,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6985,NOE00133050,1919-07,58.6667,7.8,207.0,"BYGLANDSFJORD, NO",,,,,10.0,",E",3.0,",E",0.0,",E",0.0,",",,,,,,,,,,,,,19190731.0,"+,,E",19190720.0,",,E",,,,,0.0,",,E,31,+",9.0,",,E,20,",,,,,,,23.3,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6986,NOE00133062,1950-11,58.6656,7.8117,206.0,"BYGLANDSFJORD II, NO",,,,,12.0,",E",9.0,",E",3.0,",E",10.0,",",0.0,",",16.0,",E",,,,,,,19501118.0,",,E",19501121.0,",,E",19501120.0,",,E",,,-9.1,",E,18,",290.0,",,E,21,",30.8,",,E,20,",,,,,,,134.8,",,,E",,,,,-1.12,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6987,NOE00133075,1969-12,58.6669,7.8008,212.0,"BYGLANDSFJORD SOLBAKKEN, NO",,,,,,,,,,,31.0,",",,,,,,,,,,,,,19691223.0,",,E",,,,,,,300.0,",,E,23,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6988,NOE00133087,1980-01,59.8681,10.0564,375.0,"GLITRE, NO",,,,,,,,,,,4.0,",",,,,,,,,,,,,,19800129.0,",,E",,,,,,,850.0,",,E,29,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6989,NOE00133098,1963-12,60.7192,8.9475,542.0,"GOL STAKE, NO",,,0.0,",E",0.0,",E",0.0,",E",0.0,",E",31.0,",",3.0,",E",31.0,",E",18.0,",E",0.0,",E",0.0,",E",19631221.0,",,E",19631201.0,",,E",19631225.0,",,E",19631229.0,",,E",-21.2,",E,21,",330.0,",,E,01,",0.2,",,E,25,",4.0,",E,29,",,,771.2,",E",0.2,",,,E",-6.55,",E",-2.59,",,,E",-10.5,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6990,NOE00133110,1963-12,69.9775,23.3581,3.0,"ALTA LUFTHAVN, NO",,,0.0,",E",19.0,",E",6.0,",E",0.0,",E",,,5.0,",E",31.0,",E",16.0,",E",0.0,",E",0.0,",E",19631221.0,",,E",,,19631213.0,",,E",19631229.0,",,E",-25.4,",E,21,",,,12.0,",,E,13,",6.6,",E,29,",,,742.1,",E",56.5,",,,E",-5.61,",E",-1.75,",,,E",-9.47,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6991,NOE00133122,2002-08,70.6805,23.6769,81.0,"HAMMERFEST LUFTHAVN, NO",,,0.0,"2,E",,,,,,,,,0.0,"2,E",0.0,"2,E",0.0,"2,E",2.0,"2,E",0.0,"2,E",20020830.0,",2,E",,,,,20020821.0,",2,E",5.2,"2,E,30,",,,,,24.8,"2,E,21,",,,207.4,"2,E",,,11.18,"2,E",13.86,"2,,,E",8.51,"2,,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6992,NOE00133138,2002-08,71.0106,25.9781,14.0,"HONNINGSVAG LUFTHAVN, NO",,,0.0,"3,E",,,,,,,,,0.0,"3,E",0.0,"3,E",0.0,"3,E",0.0,"3,E",0.0,"3,E",20020804.0,",3,E",,,,,20020822.0,",3,E",6.4,"3,E,04,",,,,,18.5,"3,E,22,",,,217.2,"3,E",,,10.58,"3,E",12.38,"3,,,E",8.78,"3,,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6993,NOE00133150,2003-04,71.0331,27.8294,13.0,"MEHAMN LUFTHAVN, NO",,,0.0,"1,E",,,,,,,,,0.0,"1,E",18.0,"1,E",14.0,"1,E",0.0,"1,E",0.0,"1,E",20030427.0,",1,E",,,,,20030420.0,",1,E",-10.7,"1,E,27,",,,,,10.0,"1,E,20,",,,551.8,"1,E",,,-0.69,"1,E",1.94,"1,,,E",-3.33,"1,,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6994,NOE00133162,2002-08,70.8706,29.0344,13.0,"BERLEVAG LUFTHAVN, NO",,,0.0,"4,E",,,,,,,,,0.0,"4,E",0.0,"4,E",0.0,"4,E",1.0,"4,E",0.0,"4,E",20020814.0,",4,E",,,,,20020825.0,",4,E",3.3,"4,E,14,",,,,,22.4,"4,E,25,",,,222.8,"4,E",,,10.08,"4,E",12.4,"4,,,E",7.77,"4,,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6995,NOE00133170,1958-01,70.3992,23.6256,38.0,"PORSA II, NO",,,,,13.0,",E",7.0,",E",0.0,",E",31.0,",",,,,,,,,,,,,,19580102.0,",,E",19580126.0,",,E",,,,,460.0,",,E,02,",11.2,",,E,26,",,,,,,,44.8,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6996,NOE00133182,1957-01,70.7731,25.6158,3.0,"REPVAG, NO",,,,,19.0,",E",14.0,",E",0.0,",E",0.0,",",,,,,,,,,,,,,19570131.0,"+,,E",19570117.0,",,E",,,,,0.0,",,E,31,+",16.6,",,E,17,",,,,,,,102.3,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6997,NOE00133194,1968-09,70.0189,27.4139,51.0,"SIRBMA, NO",,,,,5.0,",E",0.0,",E",0.0,",E",0.0,",",,,,,,,,,,,,,19680930.0,"+,,E",19680915.0,",,E",,,,,0.0,",,E,30,+",2.0,",,E,15,",,,,,,,5.7,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6998,NOE00133210,2002-11,70.0653,29.8353,39.0,"VADSO LUFTHAVN, NO",,,0.0,"1,E",,,,,,,,,0.0,"1,E",29.0,"1,E",24.0,"1,E",0.0,"1,E",0.0,"1,E",20021128.0,",1,E",,,,,20021105.0,",1,E",-16.4,"1,E,28,",,,,,2.6,"1,E,05,",,,686.8,"1,E",,,-5.35,"1,E",-2.59,"1,,,E",-8.11,"1,,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6999,NOE00133218,1957-07,69.7039,29.2519,44.0,"VEINES I NEIDEN, NO",,,,,6.0,",E",5.0,",E",0.0,",E",0.0,",",,,,,,,,,,,,,19570731.0,"+,,E",19570721.0,",,E",,,,,0.0,",,E,31,+",16.8,",,E,21,",,,,,,,42.6,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000,NOE00133230,1968-09,69.3731,29.6944,55.0,"SKOGFOSS, NO",,,,,8.0,",E",1.0,",E",0.0,",E",1.0,",",,,,,,,,,,,,,19680923.0,",,E",19680922.0,",,E",,,,,80.0,",,E,23,",8.5,",,E,22,",,,,,,,15.1,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7001,NOE00133242,1968-07,61.5581,12.4989,564.0,"LINNES, NO",,,,,12.0,",E",6.0,",E",0.0,",E",,,,,,,,,,,,,,,,,19680713.0,",,E",,,,,,,15.6,",,E,13,",,,,,,,44.8,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7002,NOE00133254,1968-07,61.6844,11.9964,481.0,"HEGGERISET NORDSTRAND, NO",,,,,9.0,",E",4.0,",E",0.0,",E",0.0,",",,,,,,,,,,,,,19680731.0,"+,,E",19680708.0,",,E",,,,,0.0,",,E,31,+",5.8,",,E,08,",,,,,,,21.3,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7003,NOE00133266,1968-07,62.2039,11.4525,713.0,"ELLEFSPLASS, NO",,,,,9.0,",E",3.0,",E",0.0,",E",0.0,",",,,,,,,,,,,,,19680731.0,"+,,E",19680731.0,",,E",,,,,0.0,",,E,31,+",4.0,",,E,31,",,,,,,,15.8,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7004,NOE00133278,1971-06,61.7914,10.5028,535.0,"ATNDALEN RONNINGEN, NO",,,,,15.0,",E",10.0,",E",0.0,",E",0.0,",",,,,,,,,,,,,,19710630.0,"+,,E",19710613.0,",,E",,,,,0.0,",,E,30,+",18.3,",,E,13,",,,,,,,87.3,",,,E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
